47520 56304
7298 3251 797652
36505 42888 67033
43133 39118 131644
15941 41003 106889
7564 45085 599545
41418 41851 614883
31846 31472 56323
22357 10526 550319
14877 9722 3956
35422 18223 775815
21240 21581 108997
35780 9939 778018
23306 17809 207617
12398 20809 35017
33116 39912 894544
44467 38192 27496
16743 19822 854416
42101 47129 574710
33386 12125 198531
19533 40300 745323
27419 2017 362332
22178 26814 150743
30756 8035 474871
19977 29561 598755
393 8251 812862
2864 35552 6796
39225 18847 725690
3959 32215 126465
42484 4281 60097
11220 30007 397323
27346 20765 832612
40998 8246 738062
31942 10263 766999
42630 29323 621054
10570 31845 396794
25699 34925 314621
30912 20080 56759
2691 25580 579110
11057 38940 179365
41845 3747 114252
4181 27156 122437
607 30209 12568
47173 36198 810152
38028 39630 825169
28597 6353 748376
38986 44066 979361
24041 6488 461064
27337 45107 249069
20265 12569 299523
19089 29028 35624
36147 36804 865838
39172 31273 55880
37653 33570 863451
45613 41483 844397
322 30150 216583
8778 11193 847948
26503 18919 134892
23978 7471 320534
20894 39078 530964
36449 43708 145342
42922 23053 768488
27464 36153 348299
23232 30620 783837
44409 23330 505542
17459 132 463404
42504 27200 122275
16282 41307 241500
23410 11962 301289
28923 27821 796190
42734 1604 241344
28479 27130 632124
10531 8113 856504
25503 25311 624041
38098 37607 382576
21163 12134 237161
38808 34685 832040
7964 41339 94115
46976 36603 644087
11630 14949 972598
46312 24590 799768
36966 27952 304196
44078 3000 336306
24134 38118 368196
37885 21884 694345
21343 37921 727433
58 21282 740384
13807 7507 208928
3785 15249 763719
44144 21965 632242
45085 24601 849894
4557 38290 314767
29757 37490 755561
9435 21767 766638
10525 28642 890617
9376 715 887693
21648 38389 22267
44452 47283 807150
14781 32406 378954
40385 7675 852250
41970 8348 435251
8586 22144 801646
7871 19740 728242
40966 31643 161607
13949 2448 805975
27853 26289 746283
34405 1563 367518
11873 19158 349457
32474 10906 584636
10618 5227 462388
38406 24837 973204
42825 3739 97420
38097 30715 179279
26907 6986 425602
8989 28205 157058
33268 28698 706978
18972 36439 332719
42283 45490 468185
10389 38379 406544
39151 13603 537240
28496 17447 240189
32207 15733 476989
3125 18003 684433
13757 21211 817252
13942 44019 504273
17832 21537 421265
45338 1447 797258
21190 43415 263671
16750 17451 335790
912 5522 608646
1110 28808 167983
8031 21191 643168
21909 13166 225529
39788 30945 544252
6752 29147 81565
34384 12628 764179
18139 37193 924940
22227 32503 667426
1894 27922 421979
13465 4708 910555
8977 21202 332727
22730 32011 122695
12377 18113 111567
10099 4739 75299
4273 10790 15697
28569 27223 775871
24479 21042 510590
2257 29722 381529
14175 16216 14656
20381 43764 798148
37708 13711 740111
25878 24850 499119
26610 25919 408022
4313 13398 389798
12821 43230 340033
47040 36569 13505
37109 28134 361001
29194 37089 455436
21241 36728 188033
32280 23547 229705
29122 21126 259736
25698 21923 33560
3034 31401 134269
34182 5806 276349
31670 46728 479236
4858 37516 671570
4117 46784 675156
31432 16325 921448
15438 1606 644419
12858 15420 225681
27336 24562 997904
7050 1325 173823
23405 24993 4314
23624 7632 551822
31962 26521 677151
14556 12460 987983
3967 14270 43541
24773 22666 656974
20430 16155 653518
42535 7770 478541
21615 2674 765012
42662 693 290707
28055 25618 499259
33754 12306 265263
34559 34545 191088
37298 13090 842710
46683 40034 409686
27136 27126 935363
17481 5551 146505
21419 19265 142030
34279 901 829471
42951 12782 830500
19963 26448 312760
7466 42771 474747
35517 24807 545913
36955 22338 410755
46332 32120 242678
8036 23429 670132
45333 8588 599628
5989 23307 99216
5344 35412 999759
32652 18137 478583
28483 19974 322131
8251 14177 424234
41278 4550 581102
37868 41724 146424
10985 45200 257450
32188 26646 108146
23125 13434 667435
36088 10951 615397
20957 16566 301000
29554 45031 472672
4692 19038 154098
27469 16167 327295
19125 40358 140013
33263 36501 557097
39214 15901 136191
15547 46219 262769
16664 19347 154498
38654 33729 193059
20267 26483 642085
30897 9471 23765
24603 5790 219748
37924 2946 265533
39872 14192 423365
16060 18688 353112
4617 20505 160317
38872 45748 663173
42715 44997 469031
40813 22504 500506
21362 27140 577810
25011 13133 253850
3841 27806 755394
46708 41918 411184
33828 31199 498003
22862 32367 466081
40439 20577 554102
47167 17314 315131
25668 39946 408638
24959 28527 681116
7712 8821 763876
7050 42310 677953
43121 12814 277443
33410 34585 610354
6698 19809 326998
18917 40461 704508
25407 6362 565440
26721 4776 730165
43430 4593 544736
2596 47331 214542
33855 25171 756583
10026 36208 835409
36138 44214 623717
5931 30786 120999
43991 5207 774572
45952 14226 5913
22903 16909 201256
14771 9227 425055
2763 41783 791777
3987 22365 629387
32512 14417 55120
37686 14409 285985
25781 33852 625133
30739 10993 216202
32632 15507 872232
43295 39860 108273
47501 8816 192335
2069 6432 26908
37970 9979 289557
28843 17972 353094
21934 27591 70195
38438 15478 768954
43948 10776 506575
42575 17925 781006
38209 42227 990074
38046 11544 844340
35746 6443 823199
36858 41347 861379
43892 23762 234538
33325 24627 705605
16334 19009 822582
21533 284 992705
8865 23745 430199
38594 44472 870051
9900 12978 249434
35008 27444 876375
21998 22059 899952
21940 25601 208861
3138 29006 887454
5327 3029 524688
414 1649 88701
42441 47037 71087
31817 45910 531766
12043 6170 869254
12041 41491 540071
1759 33786 507170
10173 7801 563883
12896 24589 74888
39359 44996 609177
45754 7280 625192
28496 16078 456388
6483 36155 823732
6739 17113 199996
37672 2878 562425
11744 28905 59384
38515 44674 84608
28536 35077 756064
2905 5024 844279
27390 25355 722144
28858 42338 619518
36324 2714 997631
20838 16406 542216
25628 4921 384773
2654 34553 233021
27871 45443 818929
47148 21113 223443
37400 30152 54884
29530 40739 540762
16498 31044 76325
11354 3596 510872
7977 15826 875005
43500 17081 514997
4980 21069 721993
25876 22405 240867
10313 4227 574490
22522 27528 72069
13786 30445 664838
35150 36813 183620
29319 44125 460131
24806 32495 244972
27712 7466 798424
9776 40679 574294
7876 2419 46276
16713 2185 382930
8907 36664 29208
14350 26392 989981
32915 35348 125039
17748 25566 429394
20005 7042 776048
9212 24009 956550
5215 31864 321187
12568 4681 386908
362 36653 428939
1507 5317 666520
5594 36593 179374
41116 4414 173929
27268 14332 968311
40995 33368 89322
10577 2288 770504
14181 14044 794583
32404 39523 387011
36409 20463 234525
27173 36563 104254
11072 15927 179516
19723 15965 653994
27058 39941 520384
16818 867 89055
16716 25134 725352
32100 45768 384825
30434 12674 512383
39240 16194 448415
4609 34571 531230
33308 13326 622223
13431 22514 609819
8927 6139 833399
14772 24761 113558
23830 18071 214880
38120 30895 438302
40610 34488 446504
47141 42482 559594
34123 5190 688829
35456 44830 197822
45395 23964 196250
19776 33611 921074
8466 15990 514373
12496 31490 771317
25134 7178 980977
