35346 43555
33823 14608 634882
26420 25120 390020
24567 21723 170707
18930 20009 932863
21344 21368 10402
15035 8886 602473
24439 12037 424161
18476 29453 769463
23481 23342 51474
2203 24628 900056
2171 13301 813561
1209 15994 242639
34992 33005 994887
13893 12787 34571
9820 6729 204705
6242 10123 253398
31017 25610 786888
29709 29310 968944
14340 5493 736590
21647 15004 57821
18613 13446 981497
18767 22119 304715
12162 7648 39816
3694 4026 620266
12213 6009 338622
23728 30120 611625
27363 5290 838645
21093 28777 483908
9088 943 593752
4108 31468 33981
19215 11844 532976
21682 6805 727304
26021 27677 649425
19902 7500 971712
26946 22133 123702
10155 30202 589972
25116 25811 827786
26835 28228 213319
11549 19840 380237
29512 13103 184214
28840 31040 372793
22671 25221 527270
28634 33218 727505
21393 12396 614552
35065 23046 210716
23224 14054 465066
18500 5965 560386
29192 18961 661002
33952 29937 198488
29828 26694 124716
15143 20714 594464
31079 24589 808292
3370 2018 256930
13913 32357 848061
34781 22112 569852
5281 19710 288163
34587 3011 755983
13938 31425 739567
14865 29762 777106
28785 22290 850570
2922 2147 456585
12017 18347 985586
34663 1318 670446
31594 28254 613995
31819 31436 382944
11330 23484 491710
33761 3620 918370
11826 11765 805616
1670 641 174565
5574 33072 174520
24128 16625 651651
23859 14492 267465
6838 31895 453782
12052 32054 196609
34562 1277 270957
34477 12880 822943
6477 24882 275876
29843 14121 504716
5786 18385 683566
28239 14312 557837
16119 30245 669657
14279 26862 671218
22004 4768 798082
5356 11613 198163
12059 7636 743698
4215 18079 309174
15429 15166 200394
13859 31870 419903
32724 32759 223265
11829 30163 991270
34148 32497 900597
5682 11681 871504
32666 7803 559608
12722 1930 359298
1617 1262 633764
2508 20679 952724
9331 30370 931621
27852 21006 23989
23431 14475 852119
17984 25555 800026
456 19075 556061
11753 31207 594585
31995 30550 439788
25605 14556 524409
7097 33814 147251
1357 14180 906982
16313 3697 443565
31473 25407 583396
6353 14629 268139
9539 27566 265950
592 10278 963155
27995 30936 687328
31094 452 114524
14711 9109 625403
7387 7477 527429
25183 19667 73002
3266 14767 48378
13602 18898 770379
28122 15899 155170
14475 20321 516855
6467 11466 767476
5252 31181 176814
19834 19724 996750
32609 13676 252858
16070 32146 330766
30783 25990 103845
17309 29794 71724
34241 10037 988064
6348 20090 442661
21059 33560 74531
16378 2486 731559
3319 19225 85195
8430 1544 689016
4326 5210 73571
34425 8294 662335
3934 31437 168113
5543 408 368647
19586 320 649434
21747 32860 785399
33650 17462 603874
17137 28251 866358
3202 26697 670707
5557 24195 569078
19283 31322 932980
34914 23201 35910
29458 21264 817603
7854 26912 683137
1450 14971 512107
26766 18597 190736
17842 19468 831574
10504 33311 804396
31398 18594 977748
29326 11152 856741
19720 22196 788374
24449 17844 461833
28758 33207 522439
9350 33104 873617
30325 4411 95769
29805 22250 224369
29729 15505 137738
7667 34313 280127
16298 12198 248717
24047 3029 384440
3730 16944 949984
34021 6802 436241
30219 19538 21705
27388 6527 994731
5424 9877 702641
9489 6296 122924
18024 28023 434740
33915 8885 225430
33738 31753 145779
15401 30910 674954
984 14366 586635
23997 12652 364933
9585 12135 713223
2696 31620 225182
6932 25639 430965
26365 35013 222992
9991 6005 313206
19599 33238 653581
5340 26810 55612
28877 22017 475387
3476 11766 797701
23683 12381 684395
33635 545 391563
23919 11533 808287
33178 3955 592544
24771 11263 815206
26960 30923 164732
29307 30607 886815
21260 6267 137982
24186 1016 712369
23286 18449 890801
3830 23941 401648
10079 2982 708754
