14630 58955
10342 7231 438174
4709 14178 204501
12847 8053 687396
8386 7 362381
12422 1069 276746
3793 6245 210181
8667 3157 540139
5679 7986 334848
5167 9242 503692
3606 9587 330735
14112 9128 171864
9753 12613 737860
1547 8050 598785
10279 9844 193518
10489 3564 833326
2971 10467 649538
6217 11177 399115
9725 7835 171403
11776 7240 623228
13394 691 41919
11145 6666 95136
6805 6371 85556
13707 10564 78139
13644 13239 769253
13097 9156 869558
11278 1788 58517
5622 12787 523929
3047 6478 733358
988 6347 25357
6584 427 962643
11332 2840 692061
2491 2206 638781
13371 2253 887775
990 4492 818899
1641 7661 813109
1331 847 897009
12627 14004 243995
10786 9331 256595
6743 6278 661837
9476 3848 311401
8009 8505 616312
1667 12158 572546
4867 11297 459148
6772 2372 720127
200 641 706505
6335 4894 409192
4667 2783 233987
10565 2125 903849
14235 450 85790
4650 1109 500962
6860 6131 273406
3466 5732 582304
3181 13420 266673
12999 7978 905792
9850 10961 757465
11168 2409 360204
1215 9333 967372
14538 9214 26049
3861 1188 496356
11667 9877 164163
3902 3429 166546
6937 4812 569701
11696 3495 2253
4899 9706 934938
13354 1110 416288
2330 8671 493682
13066 9966 390333
5940 4220 936913
37 6040 765850
10745 14036 385177
5954 5260 867175
13598 12361 547476
8390 9596 957189
4173 14420 888293
5348 1963 234415
13634 3324 934937
3999 7928 112952
2238 6034 357753
710 976 448076
2931 14031 414584
5733 11176 391677
2646 13678 873193
1103 9557 536729
4601 6174 790660
12573 10764 420090
10417 11053 314488
8853 10630 915595
8183 794 475776
12733 13268 654428
14512 1813 594717
8555 14325 101876
4709 12987 763440
9610 12002 916241
249 4738 476611
13017 10718 997112
11482 9415 109223
5777 5375 51506
416 12202 316895
9076 13926 927931
11354 5662 609082
161 7954 73269
8028 13607 405291
8053 7142 163889
4433 5863 202802
11221 7758 970648
11238 13301 892855
939 11242 704577
8614 8187 640235
13891 3886 658451
9296 7920 215286
4858 3964 176225
4681 7560 147083
7438 5350 721947
9124 11653 184962
12441 8153 228490
413 1422 797302
9705 10845 845309
6906 8332 305505
5030 8803 325566
8675 1642 471677
8434 6025 262654
2706 861 317418
11404 12391 763693
10015 2480 485695
13115 11966 800469
5308 10249 792203
14332 1614 365245
11144 13051 727510
4929 14260 92171
3492 2273 700085
2142 9098 29757
12824 1197 497096
5297 1227 316924
14013 6683 421527
14488 4136 722401
12962 11615 5284
309 12153 544176
6849 10199 787177
11858 14132 984287
6564 3478 249209
9692 10066 669960
5652 11119 732173
6279 164 708054
6702 7195 291339
1272 2198 839627
730 4409 478063
8840 6047 469793
107 7359 188085
4062 1516 404878
3965 10886 164513
10911 9379 253185
5948 1200 322896
4428 14069 233030
10919 8407 69012
1094 14437 691947
11762 12642 746350
12422 8059 75809
3027 5622 43758
73 4182 26710
7094 4960 393528
11664 233 830063
9228 9656 876945
5767 4142 364501
13873 346 790125
5278 12493 511880
13903 2270 993278
9449 11147 123903
6262 6610 22079
8151 58 654644
4459 3044 832259
4991 9377 539036
273 14610 450928
13064 8877 374063
440 5366 881724
10537 10831 628484
715 8288 694159
911 6519 452163
9771 6240 318577
11026 1562 712696
3342 8447 881161
1901 9776 915552
11937 6755 443954
5003 9201 192121
7266 3045 669853
554 12829 401857
13749 9585 812482
4777 7996 937212
13727 221 923937
11595 78 418499
9734 2830 163880
3689 12568 233088
9346 8601 94185
8571 3005 430709
12855 10526 736187
5415 4016 933026
1910 2848 237939
12316 10390 804464
8419 13384 13126
7077 4361 117357
11135 4804 130325
3923 2795 884318
8397 9277 156965
10021 12442 785592
894 8924 868324
138 14086 675742
6196 8676 444409
5398 11624 979234
13653 13464 433449
6803 200 421741
1281 1819 159437
986 5655 410413
7968 9894 281678
4293 2865 98640
12487 1528 530982
1573 3432 539169
8744 12350 321126
8523 10671 825064
3438 10921 240417
762 9678 289398
13681 7205 315410
11113 1802 40317
9944 5994 904123
783 1822 718195
9952 657 756960
13093 11074 795206
14392 2118 286234
11205 10538 580655
115 5279 762444
784 338 464937
2712 14545 693183
5170 7150 306751
2688 7342 541879
12788 10767 921655
6978 3399 800169
8076 13088 590151
1977 3948 715520
6865 10783 217450
7742 4356 552495
7059 12543 181414
4342 12707 686382
5018 3945 36848
6721 5220 302125
4090 9379 915923
6797 6342 528588
4207 2505 117716
1369 9156 506650
4270 6685 931105
9835 13625 788923
13378 4125 537272
6296 8390 317147
5598 12525 775288
6058 5176 530845
1409 5241 39162
2611 11913 845778
13655 9500 789286
1405 4790 343653
8341 7365 531939
1973 8306 144081
10959 3874 728285
249 13982 801503
12743 12208 928503
1361 8143 715436
2788 1974 494456
